Train data done.
[还, AD, DP:advmod, DPW:当, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[6, CD, DP:dep, DPW:不准, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[、, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[白平衡, NN, DP:nsubj, DPW:不准, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[经常, AD, DP:advmod, DPW:不准, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不准, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[7, CD, DP:dep, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[、, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[经常, AD, DP:advmod, DPW:认, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:认, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[认, VV, DP:dep, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:ATTR $$$$$$
[CF, NN, DP:dobj, DPW:认, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[卡, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR

[1, CD, DP:nummod, DPW:机身, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[全, DT, DP:det, DPW:铝合金, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[铝合金, NN, DP:nn, DPW:机身, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机身, NN, DP:nsubj, DPW:用料, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[（, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[除了, P, DP:prep, DPW:舱盖, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:pobj, DPW:除了, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[舱盖, VV, DP:dep, DPW:用料, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[）, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[用料, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[绝对, AD, DP:advmod, DPW:实在, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[实在, VA, DP:ccomp, DPW:用料, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[2, CD, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[支持, VV, DP:conj, DPW:是, DPPOS:VC, OP:NONE, EM:POS] >> KEY:NONE KEY:NONE
[RAW, CD, DP:nummod, DPW:CF2, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[和, CC, DP:cc, DPW:CF2, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[CF2, CD, DP:range, DPW:支持, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[这, PN, DP:top, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[便携机, CD, DP:nummod, DPW:种, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[种, M, DP:lobj, DPW:里, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[里, LC, DP:loc, DPW:少有, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[少有, VV, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[的, DEC, DP:cpm, DPW:少有, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[3, CD, DP:nummod, DPW:镜头, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[镜头, NN, DP:nn, DPW:力, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[解析, NN, DP:nn, DPW:力, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[力, NN, DP:nsubj, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[不错, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[画, NN, DP:nn, DPW:质, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[质, NN, DP:nsubj, DPW:优, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[优, VA, DP:dep, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[4, CD, DP:dep, DPW:螺孔, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[三脚架, CD, DP:nummod, DPW:螺孔, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[螺孔, M, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[金属, NN, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEG, DP:assm, DPW:金属, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[51.8, CD, DP:nummod, DPW:英寸, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[英寸, M, DP:assmod, DPW:LCD, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEG, DP:assm, DPW:英寸, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[LCD, NN, DP:nsubj, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[显示, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[效果, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[好, VA, DP:ccomp, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[6, CD, DP:nsubj, DPW:携带, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[随身, AD, DP:advmod, DPW:携带, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[携带, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[方便, NN, DP:dobj, DPW:携带, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP

[7, CD, DP:nummod, DPW:中文, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[中文, NN, DP:nsubj, DPW:菜单, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[菜单, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[方便, VA, DP:ccomp, DPW:菜单, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP

[8, CD, DP:nummod, DPW:功能, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[功能, NN, DP:nsubj, DPW:齐全, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[相对, AD, DP:advmod, DPW:齐全, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[齐全, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP

[1, CD, DP:nummod, DPW:小, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池容量, NN, DP:nn, DPW:小, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[小, NN, DP:dep, DPW:耐用, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:advmod, DPW:耐用, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[耐用, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP

[2, CD, DP:nummod, DPW:发热, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[发热, NN, DP:nsubj, DPW:大, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[比较, AD, DP:advmod, DPW:大, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[幸好, AD, DP:advmod, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:dep, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[铝合金, NN, DP:nn, DPW:机身, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机身, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[散热, NN, DP:nsubj, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[也, AD, DP:advmod, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[快, VA, DP:dep, DPW:大, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[4, CD, DP:nsubj, DPW:便携, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[虽然, CS, DP:advmod, DPW:便携, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[便携, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[但, AD, DP:advmod, DPW:厚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机身, NN, DP:nsubj, DPW:厚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[比较, AD, DP:advmod, DPW:厚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[厚, VA, DP:dep, DPW:便携, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[小, AD, DP:advmod, DPW:砖头, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[砖头, VA, DP:dep, DPW:厚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[一块, AD, DP:advmod, DPW:砖头, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[5, CD, DP:nsubj, DPW:还原, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[对, P, DP:prep, DPW:还原, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[红, JJ, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[、, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[黄色, JJ, DP:dep, DPW:红, DPPOS:JJ, OP:NEG, EM:NONE] >> KEY:ATTR KEY:ATTR
[的, DEG, DP:assm, DPW:红, DPPOS:JJ, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[还原, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[有点, AD, DP:advmod, DPW:过, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过, VV, DP:dep, DPW:还原, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[6, CD, DP:nummod, DPW:滑盖, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[滑盖, NN, DP:nsubj, DPW:推, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[推, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[拉门, VV, DP:vmod, DPW:黑线, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[设计, NN, DP:dobj, DPW:拉门, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时间, NN, DP:dep, DPW:久, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[久, VA, DP:conj, DPW:拉门, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:久, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[会, VV, DP:mmod, DPW:磨, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[磨, VV, DP:conj, DPW:拉门, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[出, VV, DP:rcomp, DPW:磨, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[两, CD, DP:nummod, DPW:条, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[条, M, DP:dep, DPW:磨, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[黑线, NN, DP:dobj, DPW:推, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[功能全面, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[手感, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[握, VV, DP:mmod, DPW:舒适, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[持, VV, DP:mmod, DPW:舒适, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:舒适, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[舒适, VA, DP:dep, DPW:好, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[画面, NN, DP:nn, DPW:素质, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[素质, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[好, VA, DP:dep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[传统, JJ, DP:amod, DPW:家, DPPOS:NN, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[家, NN, DP:nn, DPW:操作, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能, VV, DP:rcmod, DPW:操作, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[的, DEC, DP:cpm, DPW:能, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[操作, NN, DP:nsubj, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[让, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[人, NN, DP:dobj, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[熟悉, VV, DP:dep, DPW:让, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[菜单, NN, DP:nn, DPW:结构, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[结构, NN, DP:nsubj, DPW:清晰, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:清晰, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[清晰, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, NN, DP:nsubj, DPW:方便, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[方便, VA, DP:dep, DPW:清晰, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[变焦, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[小, NN, DP:dobj, DPW:变焦, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[用, VV, DP:pccomp, DPW:感觉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[他, PN, DP:dep, DPW:年, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[已经, AD, DP:advmod, DPW:年, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[半, CD, DP:nummod, DPW:年, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[年, M, DP:dep, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, SP, DP:dep, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[感觉, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:ccomp, DPW:感觉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:ccomp, DPW:是, DPPOS:VC, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:dep, DPW:感觉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[个, M, DP:clf, DPW:机器, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[好, VA, DP:rcmod, DPW:机器, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[练习, NN, DP:nn, DPW:机器, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[机器, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[而且, AD, DP:advmod, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[就, P, DP:prep, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[这个, DT, DP:det, DPW:价钱, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[价钱, NN, DP:pobj, DPW:就, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没有, AD, DP:advmod, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[比, P, DP:prep, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[他, PN, DP:pobj, DPW:比, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[更, AD, DP:advmod, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[值得, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[了, AS, DP:asp, DPW:值得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[图像, NN, DP:nn, DPW:质量, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[质量, NN, DP:nsubj, DPW:优秀, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[优秀, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[功能齐全, NN, DP:nsubj, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[设计, NN, DP:nsubj, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[合理, VA, DP:dep, DPW:优秀, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[操作方便, VV, DP:dep, DPW:合理, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[电池, NN, DP:nsubj, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[耐用, NN, DP:nsubj, DPW:贵, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[附件, NN, DP:nsubj, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:贵, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[贵, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[就, P, DP:conj, DPW:没有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[同, DT, DP:det, DPW:档, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[档, NN, DP:nn, DPW:价格, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[价格, NN, DP:lobj, DPW:而言, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[而言, LC, DP:plmod, DPW:就, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没有, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
